"none","Tair","SW","VPD","SWC","Site_ID","Landcover"
10.7237654756559,-1.00194282218174,-3.28486924370846,0.0751743898213384,-0.607487949541702,1.93297373165525,"OSH"
10.7237649114512,0.113865433074535,0.350439126767223,0.054522804677883,-0.254945790524838,1.36319053831122,"WSA"
10.7237656881471,-0.603038205083835,-2.33835953389283,-0.292792267838321,-2.70615599432956,0.400615289841307,"OSH"
10.7237657283434,-1.00613778156659,-4.45301159688467,-1.26472614954806,-2.2989159366876,-0.323584779452134,"OSH"
10.7237656474379,-0.00588204192296926,-3.10924595070304,0.33777557431608,-0.70768877905337,0.764466747303406,"CSH"
10.7237659284104,-1.87158610621734,-6.19877887733603,-0.847187934111171,-0.660475067717677,-0.0610012255137508,"SAV"
10.7237654307829,-0.279527827566343,-3.1096900256905,0.0243277908089023,-0.504844043884043,6.75262372921817,"WSA"
10.7237653431787,-0.264811800209817,-0.719103730028514,-1.40036556242153,-1.5093165912306,0.725038852844334,"WSA"
10.723765326551,-1.09296013308463,-0.890638603732814,-0.151763305006397,-0.691536493425534,-4.11640476197263,"OSH"
10.7237659478079,-1.68241151722473,-0.636331436123895,-0.901275037172445,-1.07792209208523,-1.84818305032203,"OSH"
10.7237647438658,0.265893530428188,3.01324784408147,-0.161844296465753,-0.117737467198256,8.62472885833773,"WSA"
10.7237651390418,0.51859012740513,0.832926041884702,-0.128124111413294,-1.73797732090716,4.69643557196229,"SAV"
10.7237656949891,-1.70456634010634,-2.90417178105001,-1.91682655457006,-2.53054998858915,-0.674274712669899,"OSH"
10.7237660255367,-1.35414979347003,-4.38696732792072,-1.082276473574,-1.96810848726096,0.474167146924462,"OSH"
10.723765829197,-1.64112064245302,-0.462711122398135,-0.249181319105133,-0.730953850640989,-5.53807011347831,"OSH"
10.7237657233087,-1.21186148383249,0.619516663791349,-1.80972491206975,-2.20872275410982,1.3304533540996,"WSA"
10.7237636701332,3.34947670194679,2.75533989530981,-1.044568813545,1.23700496205671,8.98131502456178,"WSA"
10.7237656750693,0.378237152084358,-0.810943457059764,-0.644619711348648,-1.24715433077471,0.902287649088792,"CSH"
10.7237661793476,-2.49333179488271,-0.634992115525347,-1.10668962455118,-0.45424142032732,-1.50154989562789,"OSH"
10.7237659325228,-1.99060981220783,1.38158513889349,-0.690055736895286,-1.41909325504693,2.67349320178795,"WSA"
10.7237659033343,-1.26754007162719,0.807745143075146,-2.21187677613418,-1.5982821110558,6.54240242535008,"WSA"
10.7237659208575,-2.52208821719134,-0.825335128429549,-0.23393351887775,-0.943918224975731,-1.47932512301091,"OSH"
10.7237657577924,-1.41630290924338,-0.958613944422569,-0.115650143010657,-1.43005337062049,0.890939127016798,"CSH"
10.7237639971938,1.43892618293745,2.79536800447317,0.310560362839721,-0.217195357046869,10.1990128151751,"WSA"
10.7237653671727,-0.130964640366914,0.266525914476631,-2.7506867162951,-1.59854600198436,1.3234731385136,"WSA"
10.7237659212399,-2.17591721391531,-3.32144008014506,-1.69470408774837,-0.783518110018844,2.35824222050814,"WSA"
10.7237652371588,-0.803321961652488,0.823428840668119,-1.33156446800111,-0.702223756019738,8.84512124673317,"WSA"
10.7237656764634,-0.638853732461082,-0.409119153021624,-1.62733533484971,-0.628707863758616,-0.560478798769003,"OSH"
10.7237659859462,-0.173435688638972,-0.546959136789442,-3.36794933705143,-1.87759966927254,6.61070213261456,"WSA"
10.7237656741836,0.758030781122705,-3.39542011389698,0.598762077563201,-1.38995951537578,6.5145737721604,"WSA"
10.7237661375056,-3.04231567552306,0.13704031299224,-2.21966918939876,-1.75256240943229,2.3812110767054,"SAV"
10.7237657388856,-0.982087939412312,-0.828579937334697,-0.0685883209042379,-0.8350143372744,-6.03426611311139,"OSH"
10.7237657460881,0.117423474786023,-6.25319848498875,0.858039855304862,-0.647152897117893,5.60316589544821,"WSA"
10.7237656420087,-0.0644032023200586,-1.25419174488063,-0.400890742312889,-0.597232438038511,-5.26855733434224,"OSH"
10.7237661147722,-0.436701234623696,-6.26255371774149,-0.0761374874786651,-1.07847209790813,5.68079942182677,"WSA"
10.7237653649558,0.599886775239677,-2.155550973602,0.0922691677353145,-0.498953741548386,7.17669933336687,"WSA"
10.7237656718354,-1.12275485787593,-1.49012199611908,-0.468804737522668,-0.828719763229282,-5.03744787798331,"OSH"
10.7237659216839,-0.84003500178992,-4.4155375127375,-0.749097334848117,-1.24756794659203,6.04877899663538,"WSA"
10.7237645320089,1.59100738193609,-1.09190210310466,1.88498081365624,0.391705488545148,8.50128487597159,"WSA"
10.7237660260377,-3.15672762243951,-0.248842954254694,0.0723444618532094,-0.802568268936627,1.89847452169345,"WSA"
10.7237647547431,0.0888062303381787,0.0370213362997522,-1.17323068629131,1.08593970799071,2.30724452740575,"SAV"
10.7237647929249,0.477488625335552,1.9950276156626,-0.178872201233891,-1.5452726426792,5.2322230839868,"SAV"
10.7237645917204,-0.398695806820228,3.93229077341069,0.258722023161893,-0.417503669393231,9.34979596017749,"WSA"
10.7237655625083,-0.140326436858716,-2.48924426021569,-0.29929985187163,-0.833678713091033,6.84285993179898,"WSA"
10.7237660635068,-2.20779252253826,0.0123926773182115,-0.303865427328843,-0.459596547564895,-2.03724145601325,"OSH"
10.7237658321959,-0.605210344749418,-0.350495772102665,-0.340369530126429,-0.682542169425748,-5.66372742881269,"OSH"
10.723765055645,0.959966025305625,1.57295855986411,-1.66270282055677,-1.26342812269811,7.88782186528846,"WSA"
10.7237652012721,-1.07613183456493,1.63731136530446,0.139269951781742,0.717595713986969,-0.831977220361074,"OSH"
10.7237659253798,-0.898745912921013,-2.41477396368414,-2.79745930872611,-0.769625195651864,5.66331826369233,"WSA"
10.7237656552567,-1.27173300990162,-1.93748535831676,-0.385303825210464,-0.720208727794652,-1.02012860557634,"OSH"
10.7237648650255,1.1956057550353,-1.74254160135037,-0.0569206419449926,1.22629069923535,3.34330767980008,"WSA"
10.7237654302974,0.203520965594386,-0.811996802554751,-0.046087160095967,-0.342105065339893,-5.54118192102013,"OSH"
10.7237649517521,0.0309385764774919,0.406515973878906,-1.22230722695775,0.412720385170199,2.00806888025341,"SAV"
10.7237649414376,1.22171303934594,-1.88502097685545,1.7777492510901,-0.67047046926279,7.71807152892192,"WSA"
10.723766160847,-1.9792747368815,-4.88173093113461,-1.53969331558517,-0.753293142250008,0.532442940110905,"SAV"
10.7237653568977,0.2207654681232,0.300862938619942,-2.33662104402272,-1.76799404315401,7.25073501052946,"WSA"
10.7237658556809,-1.53976649202442,-0.872904831094338,-2.332486733626,-0.659161336053173,1.63306585112784,"OSH"
10.7237655731182,-0.989781053642893,0.0794241292191127,-0.899705135414103,-1.08789502579591,7.59085402811271,"WSA"
10.723766267614,-3.20354545032502,-5.2433462283066,-0.939349501445549,-0.885908030625792,0.688110549102664,"WSA"
10.7237644182924,1.02437230337113,2.3036923316464,-0.552614157260675,-0.105077986797343,2.26556216945276,"WSA"
10.7237656504694,-1.15872244628336,-1.37285265857447,-0.81851808959054,-1.40825521312828,1.48390998711333,"SAV"
10.7237654300664,-0.701025665919744,0.692783671105071,0.149012738218059,0.0894506978931513,-5.13280750452159,"OSH"
10.7237652969726,-0.612773170661804,0.866858717277514,-0.385797919402522,-1.82884971139328,4.90353993091737,"SAV"
10.7237653764917,-0.586761483820222,-0.346537892356625,-0.145889523450574,-0.295595335225911,-5.22931467433389,"OSH"
