"none","Tair","SW","VPD","SWC","Site_ID","Landcover"
10.4685468147112,-0.486426885549537,0.00532405788717805,-3.34791977305581,-1.1175457206145,-1.89690283634535,"GRA"
10.4685483663942,-3.19526156699205,1.25236442389978,0.0887598723574012,-0.0791463533707739,-0.383831363679202,"GRA"
10.4685470738796,-0.63782674989117,1.85314848719319,0.439090120151084,2.91622207760899,0.898797472580859,"GRA"
10.468546707799,0.538345556695957,1.0131553330601,-0.205721757144521,3.83241869879459,-1.2882121832659,"GRA"
10.4685466888303,-0.217316097372392,-0.329406086192735,-2.274391925999,-0.384475274560586,12.7360891658413,"GRA"
10.4685466446688,1.1634307224897,2.25365026470822,-0.302328225876356,2.66466110228655,-0.457639247201464,"GRA"
10.4685456995539,1.39981510762053,-0.768074063795699,2.71397024711532,3.02975882320804,1.92955418502041,"GRA"
10.4685459403909,1.11898900398105,-0.76644250110526,2.29521911699978,0.551638318226705,15.324235095417,"GRA"
10.4685456014356,0.0227455136420993,-2.26521886983932,-0.460682302932845,-3.9294920130861,-1.22686840656126,"GRA"
10.4685472054117,0.153246814110466,0.417859184543286,0.63239349432128,1.43024358607162,12.2369973275368,"GRA"
10.4685465818491,-0.766022399240001,0.0916851883828916,-0.974677903654834,-1.83770888521853,-2.62895581795232,"GRA"
10.4685467229779,0.229490265381362,0.059023746137006,0.0156843900532592,-2.73703465847415,-3.61839834760666,"GRA"
10.4685459729949,-0.0238865313822945,1.83250317823779,-0.339173457543038,0.438699748927506,-3.27835224032277,"GRA"
10.4685457614983,0.0395736096064798,3.56073881467204,0.474985776868627,6.65770738080013,2.36715648531152,"GRA"
10.4685466658585,-0.942159335036403,0.638433599094548,1.32221244247241,-3.37342215707137,0.440695979783086,"GRA"
10.4685472296905,-1.57345350899846,-0.763227721272328,0.0371838925038618,-5.37678229638799,0.195917614875967,"GRA"
10.4685423088453,6.58013025017899,3.40656401696054,9.01926764009552,3.889595065302,3.37429089038194,"GRA"
10.468546431948,0.0637129943607926,1.8981155891746,1.22944946504467,3.03319215543448,3.53555995477431,"GRA"
10.468546243416,1.28726249271996,0.907615371315329,1.47334212448771,-1.7328163642723,-3.33971932436468,"GRA"
10.4685473312238,0.210267809098932,-0.0449864328956975,0.663738970091271,-1.73224602325088,-4.87604343787873,"GRA"
10.468546314661,-0.529196674335073,0.129359396520211,-0.750713598528119,-3.59163089356841,-0.365680848480335,"GRA"
10.468545927285,-0.0357893213402561,-1.78098639269196,0.209666412769536,-4.30288386401549,-1.23722138460703,"GRA"
10.4685461407525,-0.642791330492794,-3.31796126142232,-0.910311628998994,-0.897319873015434,-2.53558900494649,"GRA"
10.4685471493161,0.0518958091004817,-1.99654465466899,2.0331079343323,1.68411185877487,13.1925909533195,"GRA"
10.4685473608137,-1.49929934329275,-2.12983568119648,0.411861970924659,2.54099374278865,0.0436654908730769,"GRA"
