"none","Tair","SW","VPD","SWC","lon","lat","lon_adj","SIF","Tair_ori","SW_ori","VPD_ori","SWC_ori","WI","Land_Cover"
0.775863413546628,-0.264026913879117,-0.255053097781103,0.0667614298484466,-0.0713099735180725,-68.75,-55.25,-68.75,0.221259996294975,3.02485166043863,112.846175386051,1.42338836193085,39.1960799694061,1.76483762264252,"SAV"
0.775863387848101,-0.26861733175415,-0.178835834501919,0.118079626252338,-0.00150504176182807,-69.25,-54.75,-69.25,0.448191583156586,-1.1079318196185,120.897227502994,0.543845355510712,39.596700668335,6.72107267379761,"GRA"
0.775863418376301,-0.316575689524327,-0.232931220841772,0.0111346910634523,-0.0251393490780224,-68.75,-54.75,-68.75,0.206341624259949,1.46650102050802,120.47660110668,0.999225735664368,39.1268074512482,1.98359560966492,"GRA"
0.775863422916545,-0.279054003764284,-0.26349913541752,0.0292470832890195,-0.0210470838954295,-68.25,-54.75,-68.25,0.204950228333473,2.31480214405337,120.529179406219,1.39965009689331,37.1739387512207,1.43396353721619,"DBF"
0.775863410489572,-0.254400458597791,-0.206833716747651,0.0396467928924144,-0.0354696334934562,-67.75,-54.75,-67.75,0.312000572681427,2.58459411530754,119.970534973615,1.54857349395752,35.8884483575821,1.16868484020233,"DBF"
0.775863412229735,-0.245077025488589,-0.165023526617809,0.059559446963277,-0.0665700726669955,-67.25,-54.75,-67.25,0.359849780797958,3.10941332307056,122.671745112443,1.63511610031128,35.8612149953842,1.23985862731934,"SAV"
0.775863411755324,-0.251338495606,-0.15533596809631,0.0190920660700633,-0.0455330424847892,-66.75,-54.75,-66.75,0.342294186353683,3.42484174717362,126.168202031801,1.75961101055145,28.6369800567627,1.1521965265274,"SAV"
0.775863412648552,-0.239472159339953,-0.118042603120165,0.0145034172739135,-0.0567724651851207,-66.25,-54.75,-66.25,0.377950549125671,4.81943805629328,127.568099257032,2.03315877914429,24.558687210083,1.09274244308472,"WSA"
0.775863400600715,-0.251665857294401,-0.216712474504589,0.038490160105585,-0.019405041904035,-69.25,-54.25,-69.25,0.316999614238739,2.52285067910009,114.016042550799,1.26565980911255,32.0320904254913,1.1096134185791,"DBF"
0.775863406765643,-0.253726448028188,-0.174047435858304,0.0440971979639277,-0.0554533713406129,-68.75,-54.25,-68.75,0.325038850307465,2.67318252377902,121.541311672349,1.41686868667603,25.8931994438171,0.872133016586304,"SAV"
0.775863394296836,-0.217218152501368,-0.146938266793561,0.0447731893687282,0.0116381939117775,-71.25,-53.75,-71.25,0.473567247390747,3.81946283945581,107.706646606092,1.50459468364716,39.7070467472076,2.4106137752533,"MF"
0.775863391397393,-0.211840937377954,-0.179581338006784,0.0261349782755936,-0.0249206986235238,-69.75,-53.75,-69.75,0.401729643344879,4.83286054242529,116.59237922822,1.8288562297821,30.5481940507889,1.0792783498764,"SAV"
0.775863415052701,-0.25416831134649,-0.19168019304295,0.0251814485631612,-0.0124002051780335,-69.25,-53.75,-69.25,0.34643629193306,4.12281102604004,122.349703027765,1.79776072502136,57.4328780174255,0.819509565830231,"GRA"
0.775863406627822,-0.222449344131368,-0.193072283706868,0.037982064161136,-0.0137838497040644,-71.25,-53.25,-71.25,0.378182262182236,3.95637219800267,119.944245823846,1.5942724943161,39.5926296710968,1.44605922698975,"DBF"
0.775863431627277,-0.260630634504196,-0.246723514137674,0.0523962801944277,-0.0355680251098514,-69.75,-53.25,-69.75,0.283594369888306,5.07312304418895,121.567600822119,2.13374710083008,57.0883572101593,0.791426301002502,"SAV"
0.775863397694815,-0.217986119066703,-0.257729336445496,0.0240783825970139,0.00948967907761399,-73.25,-52.25,-73.25,0.337631672620773,4.4489774390488,93.8325478151804,1.05682921409607,40.0679886341095,3.50278568267822,"SAV"
0.775863401514581,-0.23232407304333,-0.238420623781705,0.0477192428131518,0.00604885835149639,-72.75,-52.25,-72.75,0.366946965456009,4.27448511933216,95.7582280358044,1.31382441520691,38.1323218345642,2.132164478302,"SAV"
0.77586340720333,-0.220646510603935,-0.2518655903934,0.0452586788484651,-0.00865253411357116,-72.25,-52.25,-72.25,0.309335857629776,3.51208790703191,109.349718466693,1.36487448215485,40.2878880500793,1.03938782215118,"ENF"
0.775863408800955,-0.211218101186887,-0.166995528994635,0.0523731324609711,-0.000397200360646249,-71.75,-52.25,-71.75,0.443432569503784,3.39799677490953,122.790046286406,1.56989514827728,35.4153841733932,1.00484704971313,"DBF"
